text,text2,label
" So, this is the sum   of the squared gradient; sum of the squares of  the ith component of the gradient vector and you   take the square root of this and times g t; that  means, this will be multiplied by corresponding   ith component of the gradient g t and that  will be added with the ith component of W t. So in fact, your expression will be that if I  go for component wise W t plus 1 ith component   will get W t ith component of this minus eta by  square root of epsilon plus r t i times g t i.",Adadelta,0
" So, this is sum of all the historical values.",Adadelta,0
" And, this is what is actually scaling the  ith component of the gradient vector which   effectively is updating the ith component of  the weight vector or the parameter vector.",Adadelta,0
" So,   what is the effect of the scaling is that if  for certain component say for W i you find   that del L del W i which is nothing, but our  g t i.",Adadelta,0
" And, if this is  small; r t i is small and then the corresponding   learning rate of the ith component of  the parameter vector will also be large.",Adadelta,0
" So, this is how Adagrad algorithm is  adaptively tuning the learning rate   of individual parameters or individual  weight components of the weight vector.",Adadelta,0
" So, we have also seen that what are the  positive points of this Adagrad algorithm.",Adadelta,0
" So, these are  the positive points of the Adagrad algorithm.",Adadelta,0
" And, the negative point is if the function is  non-convex which is quite possible given your   high dimensional space in which the error function  is defined, then while the algorithm proceeds the   trajectory of the weight vector or the parameter  vector may pass through many complex terrains   before coming to a locally convex region.",Adadelta,0
" So,  the moment it comes to locally convex region,   we want that the algorithm will quickly converse  to the minima of this locally convex region.",Adadelta,0
" So, only difference is this r  t is not the cumulative sum of squared gradients,   but this r t is the exponentially decaying  average of the squared gradients.",Adadelta,0
" So, you  use both this first order and second   order moment that becomes a variant of  RMSProp and this is what is known as Adam.",Adadelta,0
" So, in case of Adam you are including both  first and second moments for weight updation   or parameter updation and in addition  you Adam incorporates one more term,   that it tries to correct the bias  to account for initial to zero.",Adadelta,0
" So,   what he said is that when you are  taking exponentially decaying average,   you are initializing the average value  at zero at t equal to zero, right.",Adadelta,0
" So, this corrected  first moment is represented as s t hat,   similarly the corrected second moment which is  r t hat is nothing, but r t by 1 minus beta 2.",Adadelta,0
" So, once given this your weight updation of the  parameter updation rule simply becomes W t plus   1 is equal to W t minus eta times t hat, where  s t hat is the bias corrected first moment upon   square root of epsilon I plus r t hat, where r  t hat is the bias corrected second moment.",Adadelta,0
" So,   you find that this is nothing, but similar to  your RMSProp algorithm where you are incorporating   where, this Adam algorithm incorporates bias  correction operation and it also incorporates the   first moment in the update step.",Adadelta,0
" So, as you see over here this red curve,   the red curve is actually the pure SGD  algorithm or Stochastic Gradient Algorithm,   the blue one gives you the momentum.",Adadelta,0
" So, you   find over here that the SGD which you find that  it is still diver converging whereas, the other algorithms have already come first.",Adadelta,0
"I tend to use Adam, and always in combination with clipped gradients.",Adadelta,0
Adam is a bit more computationally expensive I suppose but gives good results.,Adadelta,0
The learning rate.,Adadelta,0
"As discussed in a relevant [Github thread (hyper-link)], the decay does not affect the variable lr itself, which is used only to store the initial value of the learning rate.",Adadelta,0
"In order to print the decayed value, you need to explicitly compute it yourself and store it in a separate variable lr_with_decay; you can do so by using the following callback:",Adadelta,0
as explained [here (hyper-link)] and [here (hyper-link)].,Adadelta,0
"In fact, the specific code snippet suggested there, i.e.",Adadelta,0
comes directly from the underlying Keras [source code for Adadelta (hyper-link)].,Adadelta,0
"As clear from the inspection of the linked source code, the parameter of interest here for decaying the learning rate is decay, and not rho; despite the term 'decay' used also for describing rho in the [documentation (hyper-link)], it is a different decay not having anything to do with the learning rate:",Adadelta,0
rho: float >= 0.,Adadelta,0
"Adadelta decay factor, corresponding to fraction of gradient to keep at each time step.",Adadelta,0
tf.train.MomentumOptimizer with 0.9 momentum is very standard and works well.,Adadelta,0
The drawback is that you have to find yourself the best learning rate.,Adadelta,0
tf.train.RMSPropOptimizer: the results are less dependent on a good learning rate.,Adadelta,0
[ (hyper-link)],Adadelta,0
The first 10 lines:,Adadelta,0
"The activation of a ReLU is unbounded, making its use in Auto Encoders difficult since your training vectors likely do not have arbitrarily large and unbounded responses!",Adadelta,0
ReLU simply isn't a good fit for that type of network.,Adadelta,0
"You can force a ReLU into an auto encoder by applying some transformation to the output layer, as is [done here (hyper-link)].",Adadelta,0
"However, hey don't discuss the quality of the results in terms of an auto-encoder, but instead only as a pre-training method for classification.",Adadelta,0
So its not clear that its a worth while endeavor for building an auto encoder either.,Adadelta,0
"Basically, you have a set of datapoints along with the targets you're trying to predict in the form",Adadelta,0
where A_k is the k-th piece of training data and b_k is the correct answer.,Adadelta,0
You generally want your machine learning model (e.g.,Adadelta,0
"a classifier or a regressor, for example a neural network or perhaps a linear model) to update its internal parameter",Adadelta,0
"as it reads in the datapoints (A_k,b_k) one at a time, i.e.",Adadelta,0
"you want the model to update x in ""realtime"" as the data comes in.",Adadelta,0
"This is as opposed to something like batch learning, where your model has access to the entire dataset D all at once.",Adadelta,0
"Now, we generally have a notion of ""cost"" --- in linear regression, the cost function that we're trying to minimize is the root mean square (RMS) of the difference between the predicted target value and the actual target value.",Adadelta,0
"Recalling the definition of online linear regression, you have a [stochastic gradient descent (hyper-link)] based update step where the parameters x get updated based on all the data the model has seen so far:",Adadelta,0
"What update rules like AdaGrad and AdaDelta do is to provide a ""nicer"" way to perform updates --- this can mean things like making sure the parameters converge to their optimal value faster, or in the case of AdaDelta, it means that the parameters x ""step closer"" to their optimal values in appropriately-sized steps, with the step size changing based on past performance.",Adadelta,0
"Let's go through your questions, one question at a time:",Adadelta,0
Question 1:,Adadelta,0
The gradient in higher dimensions (i.e.,Adadelta,0
when x is represented by an array) is defined as,Adadelta,0
"where f(x1,x2,...,x_n) is the function you're trying to minimize; in most cases it's the cost function at a single example as a function of x, the model parameters.",Adadelta,0
In other words: take the derivatives of the cost function and then evaluate it at the current parameters xt.,Adadelta,0
Question 2:,Adadelta,0
"Based on my understanding, the RMS of delta-x is defined as",Adadelta,0
where,Adadelta,0
initialized with,Adadelta,0
Question 3:,Adadelta,0
AdaDelta is purely an update rule.,Adadelta,0
The general structure is something like this:,Adadelta,0
where,Adadelta,0
because the point of AdaDelta is to make the learning rate into a dynamic value rather than forcing us to choose an arbitrary value for it at the start.,Adadelta,0
Question 4:,Adadelta,0
"The idea behind ""correcting units with Hessian approximation"" comes from physical intuition, in some sense; that is to say, if you give each variable some sort of unit (length/meters, time/seconds, energy/joules, etc.)",Adadelta,0
then the Hessian has the appropriate units to correct the update term so that the dimensional analysis works out.,Adadelta,0
Question 5:,Adadelta,0
Delta-x is the difference in x after updating.,Adadelta,0
"So if x_i is your parameter before an update and x_{i+1} is your parameter after updating, then Delta-x is (x_{i+1} - x_i).",Adadelta,0
"(∂f/∂x) is the derivative of the function you're trying to minimize (usually in ML, f is the cost function).",Adadelta,0
This note was added to clarify based on a comment from @GMsoF below,onPause,0
There are a lot of lifecycle methods.,onPause,0
You don't need to override all of them.,onPause,0
You only need to override the ones where you need (or want) to customize the behaviour for your activity.,onPause,0
There are a lot of lifecycle methods because different applications have different requirements.,onPause,0
The lifecycle of an Activity is well-documented and well-behaved.,onPause,0
"This allows programmers to put the code exactly where it is needed, based on the particular requirements of the application.",onPause,0
You have asked,onPause,0
 The first thing that we are going to do is we are going to talk about activity lifecycle and how activities transition from and into different states.,onPause,0
" And then, we will be going to learn about those callback methods which are called during the state change.",onPause,0
 We will also cover the saving and restoring of instance state when dealing with Android activities.,onPause,0
 Then it gets started where the app is visible but not its components.,onPause,0
" And then, on onResume state at this state the user will see the activity and it's in the foreground, and users can interact with it.",onPause,0
" Now, if the user gets a pop-up dialog box, the activity will go into the paused state where it is still partially visible to the user.",onPause,0
 Let's understand the activity states through callbacks graph.,onPause,0
" For example, if you've been through the onCreate, onStart, onResume, we have our activity running and then the activity becomes paused.",onPause,0
" For example, someone clicks a button and launches another activity on the top of your activity but, then they hit the back button and they're going back to your activity, onResume is going to be called and your activity is going to be running again.",onPause,0
" Also, if the application is stopped and a user has left the application, completely left that activity, onStop may get called.",onPause,0
" But when the user goes and relaunches your application, onRestart is likely to be called which will restart your application but not recreate your application because it's still in the memory, the Android hasn't actually killed it.",onPause,0
" So, in that case, we are going to go back through that cycle and onResume is going to be called and your activity is going to be running again.",onPause,0
" Now, if the application was actually killed, then the next time it gets launched it's going to restart at the onCreate.",onPause,0
 This is how it is implemented.,onPause,0
" Here in onStart the activity is becoming visible to user, which is followed by onResume if the activity comes to the foreground, or onStop if it becomes hidden.",onPause,0
 And this is how it is implemented.,onPause,0
 It is a transient state which occurs very fast and is always followed by onStart.,onPause,0
 This shows the implementation of onRestart callback.,onPause,0
 onResume where activity will start interacting with the user and has started accepting the user input.,onPause,0
 This is how we implement onResume method.,onPause,0
" onStop is the stopped state which is called when the activity is no longer visible to the user, when new activity is being started and is brought in front of the one, and this one is being destroyed.",onPause,0
" And remember, the system may destroy the activity without calling this method sometimes.",onPause,0
 This is how we implement onDestroy method.,onPause,0
" Now, the second step is where Android started all over again, by calling onCreate, onStart and finally onResume.",onPause,0
" Either using onCreate which is more preferred where it ensures that your user interface, including any saved state, is back up and running as quickly as possible.",onPause,0
" Or another way, by calling or implementing callback onRestoreInstanceState which is called after onStart.",onPause,0
" So, if savedInstanceState doesn't equal null, then we can go ahead.",onPause,0
 I'm going to call my main activity as MainActivity.,onPause,0
" I'm going to override all the methods, and while I'm doing that, inside each method I'm going to put a Toast and a Log.",onPause,0
 Okay.,onPause,0
 For onStop it will be onStop message in logcat and onStop Finished for Toast.,onPause,0
" So, here, now we will try to understand how exactly the application-- our application's main activity works.",onPause,0
" If I can see my activity right on the screen, that means it has already reached to onResume state.",onPause,0
" But to reach it to onResume state, it has to go through first onCreate and onStart.",onPause,0
 See here?,onPause,0
" OnCreate, onStart Finished and onResume Finished.",onPause,0
" So, you see the chronological order here.",onPause,0
" First, the onCreate Toast was called, then onStart, and then onResume.",onPause,0
" In the same manner, you can look at the Android monitor tool also, inside which there will be a logcat, and in the logcat you can see first the onCreate.",onPause,0
" So, Mainactivity onCreate is shown first.",onPause,0
" Next, onStart, then onResume.",onPause,0
" And you can see my application is still there, and if I click it, what will be the lifecycle?",onPause,0
" It will start from onRestart, then onStart, and then onResume.",onPause,0
" So, onRestart, onStart and then, onResume.",onPause,0
" If I can see my applications, that means it's already in onResume.",onPause,0
" In the back, onRestart and onStart  has already finished.",onPause,0
" Same goes with the Toast, so onRestart, onStart and onResume.",onPause,0
 See?,onPause,0
" onCreate, onStart and onResume.",onPause,0
" So, in the same way, you can see Logs, also, onCreate, after onDestroy.",onPause,0
" It never started from onRestart, onCreate, onStart and onResume.",onPause,0
 So that was all about activities lifecycle.,onPause,0
" So just as before, let's make sure we call super.",onPause,0
 And we'll call that id and we'll just give it a default value of 0.,onPause,0
 So we'll say MainActivity.database.noteDao().,onPause,0
" So to do that, we're going to use a third method.",onPause,0
 We're going to use one more called onResume.,onPause,0
 So onResume is going to be called every time an activity is brought to the foreground.,onPause,0
" So when the activity is first created, it's going to call onCreate.",onPause,0
" And then it's going to call onResume, because the activity just entered the foreground.",onPause,0
" Then we could jump off to some other activity and come back and then onResume is going to be called again, because we're back in the foreground.",onPause,0
 So this is a great method to reload our RecyclerView.,onPause,0
" That same sequence, then happens in reverse.",onPause,0
" Finally, there's an onDestroy method, indicating the end of the app lifecycle.",onPause,0
 You can see the code snippet on the bottom of the slide.,onPause,0
 Broadcast receiver is very important component of Android.,onPause,0
To Summaries-,onPause,0
Know more about- [Back Stack (hyper-link)].,onPause,0
actually there will be two circumstances:,onPause,0
----Good to state some notes:,onPause,0
Consider the following case:,onPause,0
[image],onPause,0
Here we see both activities at the same time.,onPause,0
The relevant code can be found in com.android.server.am.ActivityRecord:,onPause,0
"To keep it simple, here is the small info from the android [developers documentation (hyper-link)].",onPause,0
Please refer to [this (hyper-link)] life cycle demo application.,onPause,0
It's really helpful in understanding the Activity lifecycle.,onPause,0
"Also as Raghunandan suggested, you must read [this (hyper-link)].",onPause,0
Added:,onPause,0
Good Luck :),onPause,0
try and write down the equation for the case of batch_size=1 and you'll understand why pytorch is angry with you.,BatchNorm1d,0
How to solve it?,BatchNorm1d,0
Here is the official documentation for PyTorch's BatchNorm:,BatchNorm1d,0
[BatchNorm1D (hyper-link)] and [BatchNorm2D (hyper-link)],BatchNorm1d,0
Ok.,BatchNorm1d,0
I figured it out.,BatchNorm1d,0
So for example:,BatchNorm1d,0
" So Jack so that is we we wanted to do these 2 videos together, basically data normalisation as well as batch normalisation because I think it helps you understand this better, okay thank you.",BatchNorm1d,0
"  All right, let's now talk about how we can use batch norm in  practice.",BatchNorm1d,0
 So how  would that work?,BatchNorm1d,0
" So but yeah, first, let me show you how  batch norm works.",BatchNorm1d,0
 When we use pytorch.,BatchNorm1d,0
" And first, notice  that I'm using again, flatten, that's because I was working  with MNIST and MNIST is on n times one times 28, times 28  dimensional, and flatten will essentially flatten this to a  vector to n times 784 dimensional vector, where n is  the batch size, and then it will work with the fully connected  linear layer here.",BatchNorm1d,0
 This is essentially just the batch norm that we  discussed here in the previous video.,BatchNorm1d,0
 So the one is just to  keep them apart.,BatchNorm1d,0
" I ran it with and without it, I didn't notice any difference in  this case.",BatchNorm1d,0
" Okay, so this is how your batch norm looks like a  full code example can be found here.",BatchNorm1d,0
" But there's really  nothing, nothing really to talk about, because it's just two  lines of code here.",BatchNorm1d,0
" Um, yeah, so I was also just for fun running  some experiments without the bias that I just showed you.",BatchNorm1d,0
 I then also inserted batch norm after the  activation instead of before the activation like here or here.,BatchNorm1d,0
 But I could at least  see there was no overfitting anymore.,BatchNorm1d,0
" So when we look again at our training function  here, this is exactly the same training function that I used  last week in dropout.",BatchNorm1d,0
 And  these running statistics are then used in the evaluation mode  Asian mode when we evaluate our model on new data.,BatchNorm1d,0
" And in inference, you may only have a  single data point, right?",BatchNorm1d,0
" But yeah, here's just like the explanation what's  gonna happen under the hood.",BatchNorm1d,0
" Okay, so yeah, that is how batch  norm works in pytorch.",BatchNorm1d,0
" And in the next video, I want to  briefly go over some very brief, a brief rundown of all the types  of literature that try to explain how batch norm works.",BatchNorm1d,0
 Or at least we will discuss some of the  theories trying to explain why it works.,BatchNorm1d,0
" And just to for simplicity, I will  actually ignore the layer index in the next couple of slides  just so that the other notations are a bit simpler to read.",BatchNorm1d,0
 So this is like what we had in a  previous video as standardization.,BatchNorm1d,0
" Except now, we are  looking at a hidden layer.",BatchNorm1d,0
" So yeah, this is essentially it.",BatchNorm1d,0
" And yeah, this is how batch norm works.",BatchNorm1d,0
" Um, do I have anything  more?",BatchNorm1d,0
" So you can actually  apply an argument, say bias equals false.",BatchNorm1d,0
" Alright, so I think this is all I have about batch norm.",BatchNorm1d,0
 This is  how batch norm works.,BatchNorm1d,0
" In my slides, I actually had also  short or not short, it was actually like 10 slides or so  how we do backpropagation with batch norm, but I promised you  not to torture you with these nitty gritty details and math  mathematical details, because that's not super important  because we use auto grad and practice anyway.",BatchNorm1d,0
 I hope you don't mind.,BatchNorm1d,0
" So in that way, next  video, I will show you batch norm in pytorch.",BatchNorm1d,0
" Now, we will end with something known as Batch Normalization, which is again almost a defacto standard at least in convolutional neural networks.",BatchNorm1d,0
 And this is where we apply batch normalization.,BatchNorm1d,0
 So we specify type equals batch norm.,BatchNorm1d,0
" In the batch normalization layer, this is where we apply our activation function.",BatchNorm1d,0
" Um, the, the data, the patterns in the data is going to be less when you're using batch normalization.",BatchNorm1d,0
"  All right, let's now learn how we can translate familiar  concepts, such as dropout and batch norm to the convolutional  settings.",BatchNorm1d,0
 So these are also called spatial dropout and  batch norm.,BatchNorm1d,0
" And it sounds fancier than it really is,  because you will see it's pretty straightforward.",BatchNorm1d,0
" So usually in the  later stages of the network, these channels represent higher,  higher or larger concepts, as we've talked about in the last  last lecture, where we have a bigger picture concepts like a  channel represents the eye that was detected one the mouth one  the nose and so forth.",BatchNorm1d,0
" So here, the idea is really to drop these  higher order features in that way, dropping entire feature  maps instead of individual pixels.",BatchNorm1d,0
" So essentially, drop  out to D is drop out applied to the channels rather than the  pixel.",BatchNorm1d,0
 It's not very complicated.,BatchNorm1d,0
" So just to briefly recap, I don't want to  explain the batch norm again, because we have a video for  that.",BatchNorm1d,0
 So this is my input dimension.,BatchNorm1d,0
" So we  had usually, let's say a table where we have different  features, let's call them f1, f2, and f3.",BatchNorm1d,0
 So we have three  features here.,BatchNorm1d,0
" And here, this is our batch dimension.",BatchNorm1d,0
 Let's use yellow.,BatchNorm1d,0
 Okay.,BatchNorm1d,0
 So each of these are are fine.,BatchNorm1d,0
"Moreover, you're trying to use ReLU in the form x = nn.ReLU(x).",BatchNorm1d,0
"This is wrong, as nn.ReLU is a layer.",BatchNorm1d,0
This line of code returns you the ReLU layer itself rather than a tensor.,BatchNorm1d,0
"Either define nn.ReLU() layers in your init method, or use F.relu(x) or nn.ReLU()(x).",BatchNorm1d,0
Like so:,BatchNorm1d,0
Tensorflow has has channels in the last axis in convolution.,BatchNorm1d,0
So its batchnorm puts them in axis=-1.,BatchNorm1d,0
One can find the answer inside [torch.nn.Linear documentation (hyper-link)].,BatchNorm1d,0
That's the reason behind your error.,BatchNorm1d,0
I met this problem when I load the model and started to test.,BatchNorm1d,0
Here is the official documentation for PyTorch's BatchNorm:,BatchNorm1d,0
[BatchNorm1D (hyper-link)] and [BatchNorm2D (hyper-link)],BatchNorm1d,0
The tensor must have at least rank 3.,BatchNorm1d,0
whence:,cross_entropy,0
Code:,cross_entropy,0
output:,cross_entropy,0
Read more about torch.nn.functional.cross_entropy loss function from [here (hyper-link)].,cross_entropy,0
[Deep Learning with PyTorch (hyper-link)],cross_entropy,0
Use this formula:,cross_entropy,0
[ (hyper-link)],cross_entropy,0
Here is the above example expressed in Python using Numpy:,cross_entropy,0
"So that is how ""wrong"" or ""far away"" your prediction is from the true distribution.",cross_entropy,0
A machine learning optimizer will attempt to minimize the loss (i.e.,cross_entropy,0
it will try to reduce the loss from 0.479 to 0.0).,cross_entropy,0
We see in the above example that the loss is 0.4797.,cross_entropy,0
"Because we are using the natural log (log base e), the units are in [nats (hyper-link)], so we say that the loss is 0.4797 nats.",cross_entropy,0
"If the log were instead log base 2, then the units are in bits.",cross_entropy,0
See [this page (hyper-link)] for further explanation.,cross_entropy,0
"To gain more intuition on what these loss values reflect, let's look at some extreme examples.",cross_entropy,0
"Again, let's suppose the true (one-hot) distribution is:",cross_entropy,0
Now suppose your machine learning algorithm did a really great job and predicted class B with very high probability:,cross_entropy,0
"When we compute the cross entropy loss, we can see that the loss is tiny, only 0.002:",cross_entropy,0
"At the other extreme, suppose your ML algorithm did a terrible job and predicted class C with high probability instead.",cross_entropy,0
The resulting loss of 6.91 will reflect the larger error.,cross_entropy,0
"Now, what happens in the middle of these two extremes?",cross_entropy,0
Suppose your ML algorithm can't make up its mind and predicts the three classes with nearly equal probability.,cross_entropy,0
The resulting loss is 1.10.,cross_entropy,0
[ (hyper-link)],cross_entropy,0
So to answer your original questions directly:,cross_entropy,0
Is it only a method to describe the loss function?,cross_entropy,0
"Then we can use, for example, gradient descent algorithm to find the
minimum.",cross_entropy,0
Further reading: one of my [other answers (hyper-link)] related to TensorFlow.,cross_entropy,0
 thanks okay great alright thanks everybody  see you next time for our last lesson,cross_entropy,0
"  Yeah, as promised, let me now show you a brief code example  illustrating the concept of the cross entropy in code using  pytorch.",cross_entropy,0
" So I have prepared a notebook I will share it with  you, you can find the link as usual on canvas, or here just  on GitHub.",cross_entropy,0
" Because if we wouldn't make a  mistake, we would get a loss of zero, which would be kind of  boring, I think.",cross_entropy,0
 But I'm trying to explain how  these functions and pytorch work.,cross_entropy,0
" Like I explained in when we go up, I think I had a video  on that in logits and cross entropy.",cross_entropy,0
 And then the  networks are not training.,cross_entropy,0
" So here, again, this is  our net input matrix.",cross_entropy,0
" So here, we give it the net inputs.",cross_entropy,0
" Sorry, should be like this.",cross_entropy,0
" But in this case, we also have a mask that we must apply.",cross_entropy,0
" So what we will do is we will first compute the loss in every node, applying the usual cross_entropy with logits function and calling the appropriate inputs.",cross_entropy,0
 Now we need to use the mask to only use the parts of this loss function for the nodes that belong in that particular set.,cross_entropy,0
 We'll use a TensorFlow GradientTape to record all of the gradients as we go along.,cross_entropy,0
" So we apply our Cora GNN on the features and adjacency to compute the predictions at this step, and we can compute the loss using the masked_softmax_cross_entropy on the predicted logits and the ground truth labels.",cross_entropy,0
" And in particular, we want to compute the loss on the training set, so we pass on the training mask.",cross_entropy,0
 Why is it a tensor of floats?,cross_entropy,0
" We saw in the MNIST Notebook, we didn't need it but we're gonna train faster and more accurately, if we use it, because it's just more, it's going to be better behaved, as we've seen.",cross_entropy,0
" So is the first column, you know, what...",cross_entropy,0
" So this is where it's so cool in PyTorch, we can kind of run, write, one thing and then kind of have it expand to handle higher dimensional tensors, without doing any extra work.",cross_entropy,0
" We don't have to write this ourselves, of course, because PyTorch has one and it's called �F.binary_cross_entropy�.",cross_entropy,0
 We can just use PyTorch�s.,cross_entropy,0
" As we've talked about there's always a equivalent module version so this is exactly the same thing as a module �nn.BCELoss�, and these ones don't include the initial sigmoid, actually.",cross_entropy,0
 If you want to include this initial sigmoid you need F.binary_cross_entropy_with_logits or the equivalent nn.BCEWithLogitsLoss.,cross_entropy,0
 So BCE is binary cross-entropy.,cross_entropy,0
" And so those are two functions, plus two equivalent classes for multi-label or binary problems, and then the equivalent for single label like MNIST and pets is �nll_loss� and �cross_entropy�.",cross_entropy,0
 That's the equivalent of �binary_cross_entropy� and �binary_cross_entropy_with_logits�.,cross_entropy,0
" So these are pretty awful names, I think we can all agree, but it is what it is.",cross_entropy,0
 Sure.,cross_entropy,0
 �In traditional machine learning we perform cross validations and k-fold training to check for variance and bias trade-off.,cross_entropy,0
" Is this common in training deep learning models as well?� So cross-validation is a technique where you don't just let your data set into one training set and one validation set, but you basically do it five or so times, like five training sets, and like five validation sets representing different overlapping subsets, and basically this was this used to be done a lot because people often used to have not enough data to get a good result, and so this way, rather than, kind of, having 20% that you would leave out each time you could just leave out like, 10% each time.",cross_entropy,0
" �.head� will give us the first five rows, and we mentioned just before what it looks like.",cross_entropy,0
" It's not a particularly friendly way to look at it, so what I'm going to do is I'm going to, cross tab it, and so what I've done here is I've grabbed the top, I can�t remember how many it was.",cross_entropy,0
" Well, who cares?",cross_entropy,0
"  Yeah, since we talked so much about logistic regression now, I  thought that might be a good opportunity now to introduce two  terms logits and cross entropy, because that's what I will also  use quite often later in this class.",cross_entropy,0
 And that's because also  it's a very common.,cross_entropy,0
" So there is another  concept that is maybe a little bit confusing, but it's exactly  what we've covered before.",cross_entropy,0
" Of course, you don't  have to know that it's just like a fun tidbit here.",cross_entropy,0
 And this is what we've discussed in the previous videos.,cross_entropy,0
" But this is something we of course, haven't  discussed yet.",cross_entropy,0
" Alright, so in the next video, I will show you a  logistic regression code example.",cross_entropy,0
 And then we will take  a look at this multi category cross entropy.,cross_entropy,0
 All right.,cross_entropy,0
" You know in theory   maybe that could be slightly better because  you're kind of guaranteed that every row is…   appears… four times, you know, effectively.",cross_entropy,0
 It also has a benefit that you could average   those five validation sets because there's no kind  of overlap between them to get a cross validation.,cross_entropy,0
" Personally, I generally don't bother, and  the reason I don't is because this way   I can add and remove models very  easily.",cross_entropy,0
 So in this case we have to use a  different loss function.,cross_entropy,0
" But now that we are having to   pick it out manually I'm going to explain to  you exactly what cross-entropy loss does, okay?",cross_entropy,0
" But in this particular case where we want  to predict one and one thing only, we use softmax.",cross_entropy,0
 The first part of the cross entropy formula...,cross_entropy,0
" The first part of the cross entry formula...  in fact let's look it up, nn.CrossEntropyLoss.",cross_entropy,0
" Now if you've got an eagle  eye, you may have noticed that   I am currently looking at the documentation  for something called “nn.CrossEntropyLoss”   but over here I had something  called “F.cross_entropy()”.",cross_entropy,0
" The functions   live in a… I can’t even remember what the  sub module called, I think it might be like   torch.nn.functional but everybody including the  pytorch official docs just calls it capital-F,   so that's what this capital-F refers to.",cross_entropy,0
 This is not a  particularly great way to see it.,cross_entropy,0
" I prefer to kind   of cross tabulate it, like that, like this.",cross_entropy,0
 This  is the same information.,cross_entropy,0
 So that's why it's particularly full.,cross_entropy,0
" So yeah,   so this is what kind of a collaborative filtering  dataset looks like when we cross tabulate it.",cross_entropy,0
 So how do we fill in this gap?,cross_entropy,0
The difference is small but quite significative.,cross_entropy,0
"softmax_cross_entropy_with_logits takes logits (real numbers without any range limit), passes them through the softmax function and then computes the cross-entropy.",cross_entropy,0
Combining both into one function is to apply some optimizations to improve numerical accuracy.,cross_entropy,0
"The second code just applies cross-entropy directly to y_conv, which seems to be the output of a softmax function.",cross_entropy,0
"This is correct, and both should give similar but not the same results, softmax_cross_entropy_with_logits is superior because of numerical stability.",cross_entropy,0
Just remember to give it logits and not the output of a softmax.,cross_entropy,0
"While it is great that the accepted answer contains lot more info than what is asked, I felt that sharing a few generic thumb rules will make the answer more compact and intuitive:",cross_entropy,0
We have the softmax formula which is an activation for multi-class scenario.,cross_entropy,0
"For binary scenario, same formula is given a special name - sigmoid activation",cross_entropy,0
"Because there are sometimes numerical instabilities (for extreme values) when dealing with logarithmic functions, TF recommends combining the activation layer and the loss layer into one single function.",cross_entropy,0
This combined function is numerically more stable.,cross_entropy,0
TF provides these combined functions and they are suffixed with _with_logits,cross_entropy,0
"With this, let us now approach some situations.",cross_entropy,0
Say there is a simple binary classification problem - Is a cat present or not in the image?,cross_entropy,0
What is the choice of activation and loss function?,cross_entropy,0
It will be a sigmoid activation and a (binary)CE.,cross_entropy,0
So one could use sigmoid_cross_entropy or more preferably sigmoid_cross_entropy_with_logits.,cross_entropy,0
The latter combines the activation and the loss function and is supposed to be numerically stable.,cross_entropy,0
How about a multi-class classification.,cross_entropy,0
Say we want to know if a cat or a dog or a donkey is present in the image.,cross_entropy,0
What is the choice of activation and loss function?,cross_entropy,0
It will be a softmax activation and a (categorical)CE.,cross_entropy,0
So one could use softmax_cross_entropy or more preferably softmax_cross_entropy_with_logits.,cross_entropy,0
We assume that the expected value is one-hot encoded (100 or 010 or 001).,cross_entropy,0
"If (for some weird reason), this is not the case and the expected value is an integer (either 1 or 2 or 3) you could use the 'sparse' counterparts of the above functions.",cross_entropy,0
There could be a third case.,cross_entropy,0
We could have a multi-label classification.,cross_entropy,0
So there could be a dog and a cat in the same image.,cross_entropy,0
How do we handle this?,cross_entropy,0
The trick here is to treat this situation as a multiple binary classification problems - basically cat or no cat / dog or no dog and donkey or no donkey.,cross_entropy,0
Find out the loss for each of the 3 (binary classifications) and then add them up.,cross_entropy,0
So essentially this boils down to using the sigmoid_cross_entropy_with_logits loss.,cross_entropy,0
This answers the 3 specific questions you have asked.,cross_entropy,0
The functions shared above are all that are needed.,cross_entropy,0
You can ignore the tf.contrib family which is deprecated and should not be used.,cross_entropy,0
They are the same.,cross_entropy,0
"if you run that through a softmax, you get:",cross_entropy,0
"The distribution of the true label t, which we've denoted so far by Q is thus given by",cross_entropy,0
and this brings us back to the loss which can be expressed as,cross_entropy,0
which is the one you've given in your problem.,cross_entropy,0
"In your question, x_y is therefore the scores that the network outputs for the correct label that is associated with x.",cross_entropy,0
The code y_ * tf.log(y) in the code block:,cross_entropy,0
performs an element-wise multiplication of the original targets => y_ with the log of the predicted targets => y.,cross_entropy,0
[ (hyper-link)],cross_entropy,0
Most answers already cover getContext() and getApplicationContext() but getBaseContext() is rarely explained.,getBaseContext,0
"I agree that documentation is sparse when it comes to Contexts in Android, but you can piece together a few facts from various sources.",getBaseContext,0
"[This blog post (hyper-link)] on the official Google Android developers blog was written mostly to help address memory leaks, but provides some good information about contexts as well:",getBaseContext,0
"In a regular Android application, you
  usually have two kinds of Context,
  Activity and Application.",getBaseContext,0
Reading the article a little bit further tells about the difference between the two and when you might want to consider using the application Context (Activity.getApplicationContext()) rather than using the Activity context this).,getBaseContext,0
"Basically the Application context is associated with the Application and will always be the same throughout the life cycle of your app, where as the Activity context is associated with the activity and could possibly be destroyed many times as the activity is destroyed during screen orientation changes and such.",getBaseContext,0
